review_id	sent_num	sent_offset	sent_end	sent_text	Author	Classification	Content	Content--Narrative	Content--Other	Content--Quote	Content--Theme	None	Other_works	Reader_response	Reader_response--Evaluation_of_quality	Reader_response--Feelings	Reader_response--Identification_and_immersion	Reader_response--Reading_Context	Reader_response--Reception	Reader_response--Reflection	Recommendations	Style	Style--Context	Style--Structure	Style--Stylistic_features
impfic-review-11454	12	1182	1230	Na al die kritiek ook nog wel een positief punt:	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-11454	13	1231	1318	Grafton blijft boeien en ik verlang nu al weer naar de volgende letter van het alfabet.	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-11454	14	1319	1375	Wat mij betreft schrijft ze hierna nog 0 tot en met 100.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11454	15	1376	1464	Alleen dan wel van de kwaliteit van A tot en met P, dan krijgt ze mij weer helemaal mee.	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-11454	16	1465	1477	Beoordeling:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11454	17	1478	1487	3 sterren	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-11594	1	0	90	De 18-jarige Gideon (ik-figuur) volgt een opleiding tot soldaat bij het Amerikaanse leger.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11594	2	91	146	Tijdens een parachutesprong gaat zijn scherm niet open.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11594	3	147	224	Merkwaardig genoeg overleeft Gideon de val en herstelt hij buitengewoon snel.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11594	4	225	350	Wanneer hij de mooie, mysterieuze Daryn ontmoet, vertelt zij hem dat hij Oorlog is, een van de vier ruiters van de Apocalyps.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11594	5	351	434	Achervolgd door de Horde gaan Gideon en Daryn op zoek naar de drie overige ruiters.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11594	6	435	544	Een spannend fantasyverhaal over een jonge soldaat die in een gevaarlijke, onwerkelijke situatie terechtkomt.	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
impfic-review-11594	7	545	610	Het verhaal is in vlotte stijl geschreven en leest als een trein.	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1
impfic-review-11594	8	611	669	Gideon is een uitgesproken, wat gewelddadige hoofdpersoon:	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11594	9	670	766	zijn machogedrag, opvliegendheid en sarcasme zorgen ervoor dat het niet snel saai met hem wordt.	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11594	10	767	829	Gaandeweg krijgt de lezer meer inkijk in Gideons gevoelsleven.	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
impfic-review-11594	11	830	893	Eerder schreef de auteur de trilogie 'Een wereld zonder hemel'.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11594	12	894	939	De trilogie werd aan ruim 25 landen verkocht.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11594	13	940	1003	Een gedegen, niet al te complex fantasyverhaal boordevol actie.	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-11594	14	1004	1030	Eerste deel van een serie.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11594	15	1031	1049	Vanaf ca. 15 jaar.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11780	1	0	101	Zeer opmerkelijk autobiografisch verhaal van een 42-jarige man die anoniem zijn gezonde nier doneert.	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-11780	2	102	243	De auteur debuteerde recent met de goed ontvangen verhalenbundel 'Vogels met zwarte poten kun je niet vreten', maar deze roman is echt uniek.	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-11780	3	244	413	De anonieme hoofdpersoon maakt het hele donatieproces - medisch, ethisch, sociaal enz. - levendig en met de nodige humor invoelbaar via 33 dialogen met alle betrokkenen:	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
impfic-review-11780	4	414	527	professor, nachtzuster, psycholoog, vriend, geliefde, mri-man, broer enz. tot en met de nier en zichzelf aan toe.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11780	5	528	692	De heldere en eenvoudig geschreven dialogen verwoorden heel boeiend de worsteling, motieven, reflecties en reacties, maar ook het bevrijdende effect van de donatie.	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1
impfic-review-11780	6	693	800	Er is een christelijke ondertoon, getuige de titel en bijvoorbeeld de driedeling in Pater, Filius, Sanctus.	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11780	7	801	940	Ook vraagt de hoofdpersoon aan zijn vriendin 'Vind je trouwens niet dat ik de laatste tijd meer en meer op Jezus Christus begin te lijken?'	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11780	8	941	1054	Het lijkt vooral een gevolg van het feit dat de auteur alle aspecten van zijn bijzondere daad onder de loep legt.	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11780	9	1055	1095	Voor veel doelgroepen indringende roman.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-11780	10	1096	1109	Normale druk.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12016	1	0	171	Na de eerdere twee vluchtspelen lijken wat rustiger tijden aan te breken voor Nicole, maar niets is minder waar, ze komt opnieuw in aanraking met haar reinste nachtmerrie:	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12016	2	172	188	de Broederschap.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12016	3	189	246	Koste wat kost probeert ze haar veiligheid te waarborgen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12016	4	247	446	Maar door een harde les ondervindt ze dat waarheid slechts een illusie is als een volgende vijand haar als lokaas in wil zetten, waardoor ze opnieuw in verschrikkelijke omstandigheden verzeild raakt.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12016	5	447	549	Als ze gedwongen wordt tot het meedoen aan een mensenjacht, kan ze niets anders doen dan terugvechten.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12016	6	550	645	Alleen, want ieder die ze dacht te kunnen vertrouwen, blijkt een wolf in schaapskleren te zijn.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12016	7	646	786	Zweden staat bekend om zijn goede thrillerschrijvers en ook deze van oorsprong Nederlandse auteur lijkt daar een graantje van mee te pikken.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12016	8	787	886	Voor de derde keer levert ze een thriller af die bol staat van de spanning, helaas net iets te bol.	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-12016	9	887	958	Doordat er zo veel gebeurt, neigt het ernaar ongeloofwaardig te worden.	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-12016	10	959	1004	Dat maakt dat het geen ijzersterk verhaal is.	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-12016	11	1005	1091	Maar lezers die zich daar niet aan storen, kunnen rekenen op een paar uur leesplezier.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
impfic-review-12016	12	1092	1187	Derde deel in de serie ‘Vluchtspel’, volgend op 'Broederschap van de Jacht'* en 'Zomerstorm'**.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12016	13	1188	1280	Kan zelfstandig worden gelezen, maar kennis van eerdere delen schept een hoop duidelijkheid.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12200	1	0	58	Sofia groeit op in de jaren tachtig in Milaan en omgeving.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12200	2	59	137	Haar vader Roberto maakt carrière als ingenieur bij de autofabriek Alfa Romeo.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12200	3	138	214	Haar moeder Rossana lijdt aan manisch-depressieve buien, maar schildert ook.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12200	4	215	251	De relatie moeder-dochter is slecht.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12200	5	252	321	De zus van Rossana, Martha, wordt een soort tweede moeder voor Sofie.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-12200	6	322	422	Martha neemt actief deel aan de beweging van het links activisme in het Italië van de jaren tachtig.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
